time,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,ozone,sulphur_dioxide,uv_index,city,severity_score,aqi_category,risk_flag,hour
2025-12-17 01:00:00,100.8,98.0,1230.0,17.1,67.0,27.8,0.0,Delhi,3633.0,Moderate,High Risk,1
2025-12-17 02:00:00,106.2,103.6,1407.0,23.8,60.0,30.4,0.1,Delhi,4047.4,Unhealthy,High Risk,2
2025-12-17 03:00:00,108.7,106.2,1501.0,27.5,63.0,32.4,0.6,Delhi,4287.7,Unhealthy,High Risk,3
2025-12-17 04:00:00,109.2,106.6,1439.0,25.2,86.0,33.2,1.7,Delhi,4230.2,Unhealthy,High Risk,4
2025-12-17 05:00:00,104.5,101.5,1295.0,19.8,119.0,33.4,2.95,Delhi,3980.8,Unhealthy,High Risk,5
2025-12-17 06:00:00,95.9,92.4,1158.0,15.3,146.0,33.2,3.9,Delhi,3697.7,Moderate,High Risk,6
2025-12-17 07:00:00,82.2,78.5,1041.0,11.9,163.0,32.5,4.0,Delhi,3387.7,Moderate,High Risk,7
2025-12-17 08:00:00,73.6,69.8,932.0,9.4,175.0,31.3,3.35,Delhi,3121.6,Moderate,High Risk,8
2025-12-17 09:00:00,67.3,63.3,885.0,10.5,175.0,30.6,2.1,Delhi,2977.8,Moderate,High Risk,9
2025-12-17 10:00:00,63.6,59.5,952.0,18.1,158.0,30.5,0.95,Delhi,3060.7,Moderate,High Risk,10
2025-12-17 11:00:00,62.6,59.0,1080.0,29.3,131.0,30.7,0.2,Delhi,3275.8,Moderate,High Risk,11
2025-12-17 12:00:00,67.8,64.3,1169.0,38.2,107.0,31.3,0.0,Delhi,3461.9,Moderate,High Risk,12
2025-12-17 13:00:00,72.9,69.4,1167.0,42.3,91.0,32.5,0.0,Delhi,3471.9,Moderate,High Risk,13
2025-12-17 14:00:00,76.6,72.9,1126.0,44.1,78.0,33.9,0.0,Delhi,3392.3,Moderate,High Risk,14
2025-12-17 15:00:00,80.8,76.6,1094.0,44.8,68.0,34.8,0.0,Delhi,3335.8,Moderate,High Risk,15
2025-12-17 16:00:00,86.4,81.7,1096.0,44.7,61.0,34.8,0.0,Delhi,3360.7,Moderate,High Risk,16
2025-12-17 17:00:00,92.7,87.5,1108.0,43.5,57.0,34.2,0.0,Delhi,3413.4,Moderate,High Risk,17
2025-12-17 18:00:00,95.0,89.6,1109.0,41.1,54.0,32.8,0.0,Delhi,3408.6,Moderate,High Risk,18
2025-12-17 19:00:00,93.8,88.0,1086.0,36.5,52.0,29.8,0.0,Delhi,3314.6,Moderate,High Risk,19
2025-12-17 20:00:00,93.4,87.3,1053.0,30.7,52.0,26.0,0.0,Delhi,3205.5,Moderate,High Risk,20
2025-12-17 21:00:00,93.4,87.1,1030.0,26.2,51.0,23.2,0.0,Delhi,3126.3,Moderate,High Risk,21
2025-12-17 22:00:00,94.5,87.8,1002.0,23.6,49.0,21.7,0.0,Delhi,3054.7,Moderate,High Risk,22
2025-12-17 23:00:00,96.2,89.2,983.0,22.4,45.0,21.2,0.0,Delhi,3010.0,Moderate,High Risk,23
2025-12-18 00:00:00,97.3,90.6,1037.0,23.5,42.0,22.5,0.0,Delhi,3128.9,Moderate,High Risk,0
2025-12-18 01:00:00,102.9,95.9,1248.0,29.4,33.0,27.0,0.0,Delhi,3608.8,Moderate,High Risk,1
2025-12-18 02:00:00,116.6,109.4,1531.0,37.6,24.0,33.3,0.1,Delhi,4314.4,Unhealthy,High Risk,2
2025-12-18 03:00:00,125.7,119.2,1694.0,41.6,31.0,37.9,0.6,Delhi,4772.1,Unhealthy,High Risk,3
2025-12-18 04:00:00,123.9,118.0,1628.0,37.6,68.0,39.2,1.7,Delhi,4728.9,Unhealthy,High Risk,4
2025-12-18 05:00:00,119.2,111.5,1441.0,29.4,120.0,38.8,2.95,Delhi,4429.9,Unhealthy,High Risk,5
2025-12-18 06:00:00,109.2,98.7,1270.0,22.3,161.0,38.6,3.85,Delhi,4087.7,Moderate,High Risk,6
2025-12-18 07:00:00,95.2,82.7,1138.0,16.6,182.0,39.2,3.9,Delhi,3744.3,Moderate,High Risk,7
2025-12-18 08:00:00,82.2,68.5,1022.0,11.9,193.0,39.9,3.05,Delhi,3419.3,Moderate,High Risk,8
2025-12-18 09:00:00,76.1,62.4,983.0,12.3,190.0,40.6,1.95,Delhi,3287.9,Moderate,High Risk,9
2025-12-18 10:00:00,73.3,60.5,1078.0,21.8,169.0,41.0,0.85,Delhi,3436.6,Moderate,High Risk,10
2025-12-18 11:00:00,73.8,63.6,1251.0,36.4,134.0,41.4,0.2,Delhi,3754.6,Moderate,High Risk,11
2025-12-18 12:00:00,86.1,77.3,1391.0,48.6,104.0,42.4,0.0,Delhi,4102.8,Moderate,High Risk,12
2025-12-18 13:00:00,99.4,91.5,1460.0,56.1,83.0,44.8,0.0,Delhi,4328.3,Moderate,High Risk,13
2025-12-18 14:00:00,106.2,99.2,1497.0,61.2,65.0,47.7,0.0,Delhi,4439.2,Moderate,High Risk,14
2025-12-18 15:00:00,111.1,104.8,1504.0,62.9,53.0,49.1,0.0,Delhi,4472.3,Unhealthy,High Risk,15
2025-12-18 16:00:00,114.6,109.2,1475.0,60.2,49.0,48.2,0.0,Delhi,4420.4,Unhealthy,High Risk,16
2025-12-18 17:00:00,116.6,112.0,1416.0,54.2,50.0,45.8,0.0,Delhi,4291.8,Unhealthy,High Risk,17
2025-12-18 18:00:00,115.3,111.3,1350.0,47.3,52.0,42.6,0.0,Delhi,4118.0,Unhealthy,High Risk,18
2025-12-18 19:00:00,111.1,107.6,1273.0,39.2,55.0,38.3,0.0,Delhi,3892.3,Unhealthy,High Risk,19
2025-12-18 20:00:00,107.1,104.3,1187.0,30.3,59.0,33.2,0.0,Delhi,3647.8,Unhealthy,High Risk,20
2025-12-18 21:00:00,103.8,101.5,1125.0,23.4,61.0,29.3,0.0,Delhi,3462.7,Unhealthy,High Risk,21
2025-12-18 22:00:00,101.3,99.2,1086.0,19.4,61.0,27.3,0.0,Delhi,3341.7,Moderate,High Risk,22
2025-12-18 23:00:00,99.4,97.8,1071.0,17.6,60.0,26.5,0.0,Delhi,3285.6,Moderate,High Risk,23
2025-12-19 00:00:00,99.4,98.0,1108.0,18.5,58.0,27.2,0.0,Delhi,3361.0,Moderate,High Risk,0
2025-12-19 01:00:00,103.4,102.0,1258.0,24.8,50.0,30.3,0.0,Delhi,3706.6000000000004,Unhealthy,High Risk,1
2025-12-19 02:00:00,111.8,110.6,1460.0,33.8,40.0,35.0,0.1,Delhi,4203.6,Unhealthy,High Risk,2
2025-12-19 03:00:00,115.5,114.6,1563.0,38.4,44.0,38.3,0.55,Delhi,4484.3,Unhealthy,High Risk,3
2025-12-19 04:00:00,113.4,112.7,1476.0,34.4,73.0,39.2,1.55,Delhi,4369.1,Unhealthy,High Risk,4
2025-12-19 05:00:00,103.4,102.4,1290.0,26.0,116.0,38.8,2.75,Delhi,4009.4,Unhealthy,High Risk,5
2025-12-19 06:00:00,87.5,86.6,1127.0,19.0,148.0,38.0,3.65,Delhi,3621.5,Moderate,High Risk,6
2025-12-19 07:00:00,71.5,70.5,1015.0,14.4,163.0,37.0,3.75,Delhi,3291.6,Moderate,High Risk,7
2025-12-19 08:00:00,62.9,61.7,927.0,11.1,168.0,35.5,3.1,Delhi,3041.6,Moderate,High Risk,8
2025-12-19 09:00:00,54.9,53.8,898.0,11.7,163.0,34.2,1.95,Delhi,2902.3,Moderate,High Risk,9
2025-12-19 10:00:00,49.2,48.1,978.0,19.0,143.0,33.0,0.85,Delhi,2981.1,Good,High Risk,10
2025-12-19 11:00:00,48.2,47.1,1118.0,30.3,114.0,32.0,0.2,Delhi,3207.3,Good,High Risk,11
2025-12-19 12:00:00,53.8,52.7,1211.0,39.2,89.0,31.5,0.0,Delhi,3396.7,Moderate,High Risk,12
2025-12-19 13:00:00,59.4,58.3,1207.0,43.6,73.0,32.1,0.0,Delhi,3405.5,Moderate,High Risk,13
2025-12-19 14:00:00,62.4,61.2,1156.0,45.8,62.0,33.3,0.0,Delhi,3307.6,Moderate,High Risk,14
2025-12-19 15:00:00,64.7,63.6,1104.0,46.2,54.0,34.0,0.0,Delhi,3202.9,Moderate,High Risk,15
2025-12-19 16:00:00,67.8,66.4,1065.0,44.8,50.0,33.9,0.0,Delhi,3130.2,Moderate,High Risk,16
2025-12-19 17:00:00,71.7,70.1,1024.0,41.7,49.0,33.2,0.0,Delhi,3060.2,Moderate,High Risk,17
2025-12-19 18:00:00,72.9,71.5,983.0,37.9,49.0,32.1,0.0,Delhi,2969.2,Moderate,High Risk,18
2025-12-19 19:00:00,72.2,70.8,936.0,33.2,49.0,30.0,0.0,Delhi,2842.4,Moderate,High Risk,19
2025-12-19 20:00:00,72.4,71.0,889.0,27.9,50.0,27.3,0.0,Delhi,2721.0,Moderate,High Risk,20
2025-12-19 21:00:00,73.6,72.2,860.0,23.9,50.0,25.5,0.0,Delhi,2649.4,Moderate,High Risk,21
2025-12-19 22:00:00,74.7,73.6,841.0,21.6,48.0,24.8,0.0,Delhi,2603.7,Moderate,High Risk,22
2025-12-19 23:00:00,76.1,75.0,840.0,20.6,46.0,24.8,0.0,Delhi,2602.9,Moderate,High Risk,23
2025-12-20 00:00:00,78.0,77.1,900.0,21.3,44.0,26.1,0.0,Delhi,2741.1,Moderate,High Risk,0
2025-12-20 01:00:00,83.1,82.2,1090.0,25.3,38.0,29.4,0.0,Delhi,3173.1,Moderate,High Risk,1
2025-12-20 02:00:00,92.4,91.5,1341.0,31.0,32.0,33.9,0.1,Delhi,3772.3,Moderate,High Risk,2
2025-12-20 03:00:00,98.0,97.3,1489.0,33.8,39.0,37.8,0.55,Delhi,4161.9,Moderate,High Risk,3
2025-12-20 04:00:00,101.3,100.4,1439.0,30.8,70.0,40.2,1.55,Delhi,4177.9,Unhealthy,High Risk,4
2025-12-20 05:00:00,101.0,100.1,1286.0,24.9,115.0,41.9,2.75,Delhi,3987.7,Unhealthy,High Risk,5
2025-12-20 06:00:00,98.5,97.1,1147.0,19.8,152.0,43.3,3.65,Delhi,3783.4,Moderate,High Risk,6
2025-12-20 07:00:00,90.6,88.7,1042.0,14.7,178.0,44.3,3.8,Delhi,3569.3,Moderate,High Risk,7
2025-12-20 08:00:00,82.7,80.1,952.0,10.5,198.0,45.1,3.1,Delhi,3369.0,Moderate,High Risk,8
2025-12-20 09:00:00,78.5,75.7,939.0,12.8,202.0,46.5,1.95,Delhi,3335.2,Moderate,High Risk,9
2025-12-20 10:00:00,76.1,73.3,1023.0,25.2,184.0,47.8,0.85,Delhi,3484.8,Moderate,High Risk,10
2025-12-20 11:00:00,79.4,77.1,1184.0,44.2,150.0,49.6,0.2,Delhi,3816.9,Moderate,High Risk,11
2025-12-20 12:00:00,104.1,101.7,1420.0,65.2,114.0,55.5,0.0,Delhi,4485.6,Unhealthy,High Risk,12
2025-12-20 13:00:00,135.5,133.2,1776.0,90.1,76.0,68.4,0.0,Delhi,5486.5,Unhealthy,High Risk,13
2025-12-20 14:00:00,165.8,163.9,2208.0,117.1,37.0,85.2,0.0,Delhi,6653.1,Unhealthy,High Risk,14
2025-12-20 15:00:00,191.9,190.0,2584.0,135.8,8.0,100.1,0.0,Delhi,7661.3,Unhealthy,High Risk,15
2025-12-20 16:00:00,212.3,210.5,2894.0,140.8,0.0,113.0,0.0,Delhi,8492.6,Very Unhealthy,High Risk,16
2025-12-20 17:00:00,231.9,230.0,3148.0,137.6,0.0,124.0,0.0,Delhi,9188.1,Very Unhealthy,High Risk,17
2025-12-20 18:00:00,242.1,241.2,3245.0,132.2,0.0,127.0,0.0,Delhi,9459.1,Very Unhealthy,High Risk,18
2025-12-20 19:00:00,239.3,237.5,3078.0,126.9,0.0,117.0,0.0,Delhi,9037.0,Very Unhealthy,High Risk,19
2025-12-20 20:00:00,224.0,222.6,2755.0,119.5,1.0,98.9,0.0,Delhi,8171.6,Very Unhealthy,High Risk,20
2025-12-20 21:00:00,201.2,199.8,2495.0,109.5,5.0,82.3,0.0,Delhi,7374.799999999999,Unhealthy,High Risk,21
2025-12-20 22:00:00,180.7,179.3,2379.0,94.8,14.0,69.5,0.0,Delhi,6895.8,Unhealthy,High Risk,22
2025-12-20 23:00:00,163.9,163.0,2326.0,77.5,27.0,58.1,0.0,Delhi,6582.1,Unhealthy,High Risk,23
2025-12-21 00:00:00,150.9,149.9,2262.5,63.8,38.0,49.8,0.0,Delhi,6295.6,Unhealthy,High Risk,0
2025-12-21 01:00:00,143.0,142.0,2148.0,57.5,42.0,46.0,0.0,Delhi,5975.0,Unhealthy,High Risk,1
2025-12-21 02:00:00,141.1,139.7,2047.2,54.8,44.0,45.5,0.05,Delhi,5749.4,Unhealthy,High Risk,2
2025-12-21 03:00:00,137.4,136.4,1902.0,50.9,58.0,46.0,0.45,Delhi,5459.8,Unhealthy,High Risk,3
2025-12-21 04:00:00,134.6,133.6,1769.0,43.0,96.0,46.7,1.25,Delhi,5256.6,Unhealthy,High Risk,4
2025-12-21 05:00:00,128.5,127.1,1612.0,33.8,146.0,48.6,2.2,Delhi,5012.6,Unhealthy,High Risk,5
2025-12-21 06:00:00,118.0,116.4,1471.0,26.7,189.0,52.0,2.9,Delhi,4759.8,Unhealthy,High Risk,6
2025-12-21 07:00:00,106.9,105.0,1329.0,21.1,222.0,57.9,2.95,Delhi,4485.7,Unhealthy,High Risk,7
2025-12-21 08:00:00,101.0,99.0,1204.0,17.6,247.0,65.4,2.45,Delhi,4279.0,Moderate,High Risk,8
2025-12-21 09:00:00,101.0,98.5,1189.0,21.8,254.0,72.5,1.55,Delhi,4312.7,Moderate,High Risk,9
